"","demvotesh","demelected","demmvlag","year","campaign_funding"
"1495",44.72935,1,0.2105543,1974,3054.68097909401
"1496",32.18508,0,-0.0974814,1974,1706.42734417848
"1497",35.75856,0,-0.5883044,1974,3202.97805167021
"1498",51.0949,0,-0.1339958,1974,5907.99258791201
"1499",99.92519,1,0.6219156,1974,1274.2938895797
"1500",99.83701,1,0.2575068,1974,3073.27516430368
"1501",83.01949,0,-0.1216998,1974,3912.79977918901
"1502",20.83994,1,0.4094139,1974,1979.03162195627
"1503",50.27534,0,-0.1124848,1974,1632.65694883736
"1504",99.93699,1,0.4762588,1974,2925.75555948697
"1505",35.28279,0,-0.4667844,1974,2056.86552781512
"1506",74.94132,1,0.4046776,1974,3059.82824457428
"1507",47.93455,0,-0.1139572,1974,1190.39020027613
"1508",83.01949,1,0.4520118,1974,2496.85301847978
"1509",20.83994,0,-0.6452463,1974,2242.36662843854
"1510",72.21224,1,0.2990423,1974,999.901258043884
"1511",61.90832,1,0.3243619,1974,2132.35808062804
"1512",80.41006,1,0.823438,1974,342.512368478753
"1513",57.59693,0,-0.0966791,1974,1129.49859580898
"1514",84.77808,1,0.6237842,1974,2980.18108178169
"1515",52.61642,1,0.1358173,1974,2808.79121389713
"1516",69.52161,1,0.4115299,1974,3629.9042384762
"1517",76.06931,1,0.3016361,1974,2662.44638994986
"1518",62.62697,1,0.1339824,1974,4623.91454288387
"1519",49.48058,1,0.1052392,1974,750.689126732394
"1520",39.98751,0,-0.3002881,1974,554.486335513217
"1521",99.76742,1,0.5617716,1974,3851.71454053237
"1522",40.00413,0,-0.4689165,1974,2107.58486116164
"1523",88.53499,1,0.9969614,1974,3209.42323694774
"1524",35.86213,0,-0.096137,1974,252.53588853592
"1525",99.44646,1,0.9988785,1974,1011.77795320878
"1526",26.95564,0,-0.1544569,1974,2636.73460230371
"1527",47.14937,0,-0.3238929,1974,6075.04652199991
"1528",57.63776,0,-0.066143,1974,2734.97656903552
"1529",49.10315,0,-0.4556166,1974,812.768361849641
"1530",53.6168,0,-0.1251544,1974,3121.7799749744
"1531",28.62115,0,-0.0122557,1974,1560.08069152019
"1532",59.73532,1,0.2089583,1974,1342.10111168183
"1533",60.91917,1,0.3254446,1974,2214.17459258992
"1534",58.91136,1,0.0415197,1974,4124.3922670087
"1535",64.34549,1,0.6250634,1974,1297.33590113843
"1536",71.82759,1,0.4418217,1974,6521.66320017272
"1537",71.06693,1,0.7328084,1974,2889.42567270359
"1538",59.67321,1,0.3885425,1974,3486.58175595105
"1539",64.37333,1,0.4002347,1974,1274.02458818706
"1540",68.53342,1,0.2739966,1974,580.246755911462
"1541",70.48911,1,0.2949035,1974,163.553805664298
"1542",64.76916,1,0.3679815,1974,945.866946474253
"1543",51.10246,0,-0.1015332,1974,1790.34303678599
"1544",72.45438,1,0.5281065,1974,3471.06845321794
"1545",79.9646,1,0.5687441,1974,3346.97913263456
"1546",34.92551,0,-0.3376366,1974,7312.4196830404
"1547",70.50455,1,0.2559134,1974,227.495878317094
"1548",54.42863,0,-0.0190386,1974,3699.43821254814
"1549",44.98574,0,-0.247233,1974,2734.98644309621
"1550",54.7013,1,0.0339373,1974,1223.09651936991
"1551",37.47916,0,-0.225266,1976,4948.23410222175
"1552",42.39393,0,-0.3221785,1976,2238.38544056016
"1553",98.9699,1,0.9176619,1976,3383.33593766999
"1554",80.382,1,0.9950588,1976,944.725931487353
"1555",99.99384,1,0.9997872,1976,3330.29616117583
"1556",42.69312,0,-0.1564991,1976,3021.03321294564
"1557",99.99548,1,0.8194313,1976,2950.53582576112
"1558",28.92698,0,-0.0767402,1976,3255.86221777103
"1559",40.68785,0,-0.0876274,1976,2078.53138428149
"1560",58.23048,1,0.2390799,1976,3327.36318705965
"1561",47.47362,0,-0.0219624,1976,935.891017018452
"1562",48.24625,0,-0.1066889,1976,3354.6499961875
"1563",68.85628,1,0.8119199,1976,2584.94030561649
"1564",86.38065,1,0.1779307,1976,932.3277107821
"1565",73.94708,1,0.7156986,1976,1088.72066581248
"1566",41.01762,0,-0.1033526,1976,4161.80386240241
"1567",72.85696,1,0.4466911,1976,3764.68227576294
"1568",61.84413,1,0.2186453,1976,1233.69823486247
"1569",66.06755,1,0.4944116,1976,714.06000982903
"1570",74.72157,1,0.1119903,1976,5064.95758411414
"1571",62.09875,1,0.1707027,1976,2312.40592736592
"1572",70.80558,1,0.4117,1976,5037.80794947997
"1573",72.04699,1,0.5398806,1976,1516.75256952998
"1574",61.07926,1,0.5455271,1976,1068.78945293682
"1575",31.25416,0,-0.3818691,1976,4701.54168766049
"1576",66.77377,1,0.1018328,1976,4137.55001269647
"1577",72.53809,1,0.4678369,1976,2020.76104167797
"1578",72.20384,1,0.4402685,1976,1590.62088205661
"1579",53.41969,0,-0.0141059,1976,2749.23408480647
"1580",65.68839,1,0.0378482,1976,2305.80088368689
"1581",35.79805,0,-0.0538778,1976,2918.71514278586
"1582",35.62146,0,-0.1254358,1976,389.694692287491
"1583",32.75485,0,-0.2244923,1976,1789.46162387676
"1584",66.51275,1,0.4702249,1976,6267.78405970403
"1585",37.39144,0,-0.1158325,1976,4728.52242311311
"1586",60.17839,1,0.4286082,1976,2883.88169580165
"1587",67.78074,1,0.3100671,1976,270.655633591672
"1588",71.89581,1,0.9953945,1976,2161.68286348784
"1589",34.41402,0,-0.1783934,1976,688.276982957211
"1590",45.31632,0,-0.3139815,1976,1367.06380567077
"1591",80.19592,1,0.602898,1976,3299.62777322775
"1592",74.38393,1,0.4844506,1976,947.675501185725
"1593",72.22431,1,0.7540747,1976,867.991647948084
"1594",44.92191,0,-0.1030231,1976,552.694187027653
"1595",50.69908,1,0.0351221,1976,2095.12809101882
"1596",53.25962,1,0.0059721,1976,5486.44421582814
"1597",61.55629,1,0.3036216,1976,1507.05562761881
"1598",26.07403,0,-0.3028509,1976,2125.61613991498
"1599",63.61531,1,0.1275334,1976,1313.13834933499
"1600",41.42511,0,-0.1489662,1976,4995.29101848008
"1601",40.74783,0,-0.3242654,1976,1828.58670725235
"1602",42.34602,0,-0.1143623,1976,1287.38911828962
"1603",75.9893,1,0.3974103,1976,1548.68847355335
"1604",35.00268,0,-0.2075631,1976,4093.44617653605
"1605",53.21884,1,0.176444,1976,1825.67319918755
"1606",50.49943,1,0.0388255,1976,1111.65168347052
"1607",50.97954,1,0.4271882,1976,4016.58036934281
"1608",35.24297,0,-0.0362658,1976,2646.75032170303
"1609",33.56912,0,-0.1924165,1976,2203.91812009254
"1610",57.0825,1,0.2674812,1976,3635.90386049377
"1611",65.06101,1,0.1981136,1976,2397.21694075674
"1612",54.62691,1,0.3369609,1976,760.784278487007
"1613",37.05339,0,-0.0800267,1976,3306.65658289317
"1614",32.74556,0,-0.0243568,1976,2394.62570955449
"1615",56.61519,1,0.2729762,1976,125.599025067159
"1616",47.68691,0,-0.1892121,1976,1263.53017233535
"1617",41.02612,0,-0.0798378,1976,1534.5133234698
"1618",34.80393,0,-0.516104,1976,1324.19436478321
"1619",58.01722,1,0.134887,1976,964.750609096913
"1620",21.91589,0,-0.5331656,1976,1857.52755996754
"1621",33.67691,0,-0.4736115,1976,1056.60530115769
"1622",46.08742,0,-0.0190857,1976,3220.4037071355
"1623",72.87177,1,0.3810391,1976,1473.60245314609
"1624",70.4232,1,0.4105359,1976,1305.68082385593
"1625",99.91609,1,0.7220322,1976,2906.39981527102
"1626",99.77193,1,0.9999664,1976,1597.97788744483
"1627",88.73376,1,0.7541195,1976,4467.53407735927
"1628",68.31029,1,0.1015755,1976,2259.16293583616
"1629",66.67638,1,0.4326606,1976,4118.66916759617
"1630",51.7073,1,0.0290791,1976,1217.34591751027
"1631",55.08616,1,0.0056872,1976,3404.7986636018
"1632",69.7453,1,0.9995608,1976,1295.23117315263
"1633",78.99509,1,0.4969057,1976,1086.11966116019
"1634",99.91356,1,0.3672791,1976,4429.09436730589
"1635",43.64035,1,0.1864331,1976,2567.5022093006
"1636",79.51109,1,0.2523017,1976,5576.36381443132
"1637",45.39275,0,-0.1653955,1976,1216.09247521049
"1638",49.41771,0,-0.1131352,1976,3889.19421884099
"1639",92.30209,1,0.8826051,1976,973.285425295616
"1640",84.67556,1,0.7503657,1976,3261.35670735482
"1641",58.86538,1,0.0518808,1976,3425.35706612234
"1642",34.21158,0,-0.1846543,1976,3654.76118619846
"1643",76.9453,1,0.72068,1976,1798.88249075209
"1644",39.40248,0,-0.0676984,1976,1828.95788086742
"1645",84.76858,1,0.7581155,1976,937.865151079856
"1646",80.54108,1,0.7308567,1976,6464.50880973272
"1647",50.04546,1,0.0174333,1976,6096.72703632693
"1648",67.39228,1,0.4470623,1976,1703.23227661258
"1649",24.11221,0,-0.2218173,1976,4928.56548725767
"1650",34.04496,0,-0.0901466,1976,4796.8250275284
"1651",25.57399,0,-0.3319395,1976,1164.54607665091
"1652",46.08923,1,0.0641475,1976,2140.6217300355
"1653",32.08141,0,-0.2677113,1976,1292.45316023367
"1654",41.78736,0,-0.0295473,1976,1380.66635355051
"1655",42.27115,0,-0.0951523,1976,3343.39822146659
"1656",31.50114,0,-0.3058542,1976,868.204576078027
"1657",36.42875,0,-0.0965991,1976,1622.07083317499
"1658",25.53645,0,-0.3157543,1976,2347.87243153057
"1659",61.43307,1,0.1966979,1976,96.1693944724907
"1660",78.62684,1,0.6098589,1976,1030.36935549881
"1661",67.37605,1,0.1910619,1976,764.031959903897
"1662",71.30498,1,0.3726949,1976,3880.19057085593
"1663",54.75779,1,0.221251,1976,3931.80384298453
"1664",56.89967,1,0.2810891,1976,2214.94888737287
"1665",44.58556,1,0.0531761,1976,1682.3182831961
"1666",38.25564,0,-0.1310554,1976,2224.45504862613
"1667",54.91079,1,0.04868,1976,768.147075324325
"1668",37.30469,0,-0.1501332,1976,1840.11448277254
"1669",50.46291,1,0.0684303,1976,5234.07183726643
"1670",59.83787,1,0.0873033,1976,4091.56193937019
"1671",60.40634,1,0.0496777,1976,2335.95048004239
"1672",47.83243,1,0.0872379,1976,5664.41747539375
"1673",50.34318,1,0.0301334,1976,3053.85633537399
"1674",43.54345,0,-0.0168864,1976,2308.49949598934
"1675",69.09119,1,0.2839549,1976,2383.2779225838
"1676",64.86115,1,0.0218025,1976,2067.93664470666
"1677",67.42369,1,0.0925246,1976,2232.9157705392
"1678",26.93354,0,-0.2544401,1976,1017.67786733701
"1679",50.69455,1,0.111606,1976,2769.70045425305
"1680",28.97173,0,-0.2784297,1976,2759.3387924611
"1681",50.26958,0,-0.0637684,1976,2294.5828394205
"1682",36.1744,0,-0.1034543,1976,2260.40913786567
"1683",81.99883,1,0.5945504,1976,2441.49704515235
"1684",60.35442,1,0.4934109,1976,4186.19250207323
"1685",57.1932,1,0.4310486,1976,1650.40273397038
"1686",44.13073,0,-0.0348992,1976,850.580632450012
"1687",32.64905,0,-0.3882532,1976,2912.93233776666
"1688",93.99127,1,0.4801295,1976,1676.51101309608
"1689",73.22765,1,0.5120749,1976,3020.76257885719
"1690",92.56251,1,0.6717258,1976,4909.19017484006
"1691",26.68763,0,-0.1701514,1976,2602.69249255538
"1692",34.7809,0,-0.0827688,1976,2138.95168691374
"1693",83.34827,1,0.7856531,1976,1027.71482927975
"1694",42.62093,0,-0.0036169,1976,341.918216556652
"1695",19.65205,0,-0.4273858,1976,2777.8340680534
"1696",45.93297,0,-0.0597476,1976,3025.29370714387
"1697",70.90875,1,0.5422267,1976,5780.31102781692
"1698",74.59449,1,0.676809,1976,3876.36087549595
"1699",42.33303,0,-0.1629095,1976,2225.04428756835
"1700",57.70203,1,0.051223,1976,2968.9553114384
"1701",70.83697,1,0.4741845,1976,3763.34078041777
"1702",42.22266,0,-0.3184329,1976,2571.22504117106
"1703",36.2167,0,-0.4227734,1976,1218.26592279199
"1704",72.35767,1,0.9994328,1976,2703.27543525232
"1705",99.97153,1,0.1108462,1976,297.664719614685
"1706",52.0733,1,0.1611753,1976,1097.58878353272
"1707",67.3084,1,0.2127872,1976,1937.80473131614
"1708",54.80382,1,0.9996145,1976,960.497602724462
"1709",76.90659,1,0.5956037,1976,4556.47784247505
"1710",74.43724,1,0.7570192,1976,5605.4857960887
"1711",69.55902,1,0.7860924,1976,2132.5573612398
"1712",68.97961,1,0.9997936,1976,1672.64851408719
"1713",99.96135,1,0.4957294,1976,1728.73808979339
"1714",92.36812,1,0.8204847,1976,2518.21073579484
"1715",49.57235,0,-0.0686885,1976,964.371301594469
"1716",48.56216,0,-0.0360583,1976,63.1376702175192
"1717",38.75191,0,-0.0759647,1976,1782.53561277607
"1718",46.22637,1,0.0919954,1976,6234.79310793592
"1719",52.73686,1,0.0043137,1976,3812.32715339
"1720",69.9733,1,0.314963,1976,3464.54931395323
"1721",59.00757,1,0.1143217,1976,2419.77413739655
"1722",29.39429,0,-0.14415,1976,5430.2621432527
"1723",42.80869,0,-0.0777884,1976,1498.22795682708
"1724",44.82606,0,-0.021402,1976,1302.41344553361
"1725",52.4196,1,0.4463208,1976,5030.70937398094
"1726",89.0031,1,0.7625375,1976,2273.85276193442
"1727",66.49615,1,0.4415388,1976,4733.23074240459
"1728",73.98978,1,0.5731945,1976,1724.23230994471
"1729",75.88478,1,0.572548,1976,4222.41860722522
"1730",64.25225,1,0.4008579,1976,3697.10657360384
"1731",66.12011,1,0.185542,1976,2764.74757737352
"1732",32.55114,0,-0.2602063,1976,1658.0325511962
"1733",30.47286,0,-0.2517581,1976,1743.82572067684
"1734",39.65893,0,-0.0620238,1976,3591.88775154269
"1735",31.95437,0,-0.2080026,1976,4689.31823606089
"1736",66.43008,1,0.5206287,1976,1374.49959157329
"1737",70.66248,1,0.490524,1976,271.24696692252
"1738",59.78963,1,0.1071254,1976,1892.18035836261
"1739",72.0339,1,0.5001161,1976,511.405163168249
"1740",99.95697,1,0.3576174,1976,976.24552706887
"1741",63.01092,1,0.3841312,1976,6333.67441920972
"1742",21.60823,0,-0.4140649,1976,6827.61408777554
"1743",31.78799,0,-0.586135,1976,4153.33025842945
"1744",65.53526,1,0.3665711,1976,3971.38681459038
"1745",51.06999,1,0.219506,1976,2096.84074361476
"1746",63.68656,1,0.4995484,1976,3074.80223982718
"1747",55.86523,1,0.3571299,1976,3947.2352338569
"1748",68.02066,1,0.3923733,1976,1290.92854702565
"1749",40.5187,1,0.5783187,1976,1611.43726542726
"1750",37.97787,0,-0.0467987,1976,4746.41510486975
"1751",67.32062,1,0.3970991,1976,2141.33310010397
"1752",55.92766,1,0.3278226,1976,1973.81096528477
"1753",72.06934,1,0.4556204,1976,1009.21560375463
"1754",66.44674,1,0.0958241,1976,1836.65544208837
"1755",45.04412,1,0.260071,1976,2475.78561276796
"1756",26.81503,0,-0.0663887,1976,3343.99679941601
"1757",54.57374,0,-0.1030055,1976,2856.12314527935
"1758",24.67149,0,-0.0045688,1976,1749.7436480128
"1759",77.05078,1,0.1933903,1976,3033.8804663482
"1760",68.03143,1,0.0426592,1976,3069.2264839078
"1761",39.46518,0,-0.2845971,1976,2058.57249617349
"1762",70.10026,1,0.1900718,1976,4835.16023606772
"1763",61.72083,1,0.1602913,1976,1656.3888850115
"1764",62.1103,1,0.3901537,1976,4396.838641357
"1765",66.29738,1,0.336591,1976,5667.04881327046
"1766",31.34212,0,-0.098967,1976,742.661799119736
"1767",39.68801,0,-0.0700463,1976,1034.9949047343
"1768",56.54515,1,0.0524626,1976,3536.17480157493
"1769",70.58614,1,0.4931305,1976,1674.9185655244
"1770",44.34182,1,0.3157059,1976,1214.49112994861
"1771",82.64575,1,0.6585187,1976,456.684527943265
"1772",67.62086,1,0.3982857,1976,5277.93707117473
"1773",26.26467,0,-0.3261133,1976,2534.84234339451
"1774",50.36618,1,0.1456437,1976,1288.6285173201
"1775",49.85691,1,0.6378361,1976,5996.23196049272
"1776",59.03712,1,0.4350641,1976,1922.61274363335
"1777",27.39459,0,-0.1891537,1976,580.335799188281
"1778",70.32092,1,0.3486574,1976,5465.34227003798
"1779",65.32477,1,0.3636732,1976,2210.38517426318
"1780",57.06058,1,0.0413977,1976,2421.76065008461
"1781",51.9541,1,0.0569057,1976,2396.44026158458
"1782",44.18852,0,-0.0726112,1976,1315.7815590261
"1783",44.32539,0,-0.0847231,1976,2810.6584243601
"1784",61.78832,1,0.3341284,1976,2413.84398747134
"1785",77.82839,1,0.5799614,1976,1298.58186139699
"1786",95.10135,1,0.8603399,1976,3832.97573428875
"1787",91.6007,1,0.6489466,1976,1211.496876773
"1788",74.0621,1,0.5800859,1976,1458.91593949445
"1789",87.04666,1,0.663119,1976,3086.16286274364
"1790",83.66409,1,0.6362901,1976,1599.18032377336
"1791",84.95525,1,0.5413203,1976,5810.18136953494
"1792",63.24221,1,0.2058158,1976,3394.17637261999
"1793",82.87486,1,0.5777693,1976,3564.97599436048
"1794",65.57481,1,0.3215811,1976,3419.55348486282
"1795",75.08064,1,0.5790097,1976,2999.20015072386
"1796",97.02692,1,0.9374396,1976,838.363311348936
"1797",83.24464,1,0.631439,1976,1692.40245746614
"1798",98.57221,1,0.9338256,1976,3209.38803971863
"1799",86.3517,1,0.761486,1976,1130.87864753431
"1800",46.3726,0,-0.1523851,1976,726.148044373983
"1801",54.51064,1,0.1566822,1976,2733.18406944043
"1802",29.45408,0,-0.3171715,1976,2260.9780844809
"1803",32.88981,0,-0.1549038,1976,2962.44892585005
"1804",66.631,1,0.0965452,1976,3744.09582704357
"1805",79.02604,1,0.6338011,1976,2067.22149594947
"1806",46.99004,1,0.0899333,1976,4171.10725634637
"1807",44.28242,0,-0.1001619,1976,2638.43779096487
"1808",33.49912,0,-0.2191622,1976,1658.88551230885
"1809",54.77962,1,0.1818261,1976,1424.55444568613
"1810",26.73251,0,-0.3510406,1976,1139.8509503262
"1811",30.30604,0,-0.3848495,1976,1905.21345230821
"1812",35.74861,0,-0.1713651,1976,4069.60780299102
"1813",66.63855,1,0.1912334,1976,2623.10442053924
"1814",78.18774,1,0.5042367,1976,757.848924444131
"1815",21.842,0,-0.4427729,1976,2234.09628151779
"1816",61.7885,0,-0.2306939,1976,3945.88787326493
"1817",75.87563,1,0.5492299,1976,1183.74504033012
"1818",60.59501,1,0.3004308,1976,3758.76383443052
"1819",54.23021,1,0.0438824,1976,2040.07015784391
"1820",96.32601,1,0.2771507,1976,1584.67636477544
"1821",65.72369,1,0.1396139,1976,2014.17587731631
"1822",46.06557,0,-0.1027408,1976,4053.22030935734
"1823",40.21619,0,-0.0879816,1976,906.370451067178
"1824",50.8928,1,0.3195063,1976,802.280357162484
"1825",35.96752,0,-0.1141693,1976,2154.96536969922
"1826",33.6222,0,-0.0188345,1976,1464.74487748525
"1827",51.3747,0,-0.0670089,1976,1211.74938003188
"1828",29.94039,0,-0.2305954,1976,1235.02765925196
"1829",32.55909,0,-0.250926,1976,1392.36461857411
"1830",38.51525,0,-0.3764037,1976,4213.29722350088
"1831",35.14848,0,-0.3185251,1976,1497.04333427464
"1832",28.77099,0,-0.0448117,1976,1863.05528658125
"1833",54.20048,1,0.056518,1976,1909.07164310693
"1834",31.23621,0,-0.4073249,1976,3331.63478719373
"1835",28.25797,0,-0.2103719,1976,1021.85114672629
"1836",45.66177,0,-0.0172424,1976,6523.10079600517
"1837",66.01846,0,-0.1509314,1976,723.964382243316
"1838",74.09312,1,0.5085198,1976,1831.71124516593
"1839",34.49881,0,-0.2300731,1976,5880.48462709359
"1840",31.9781,0,-0.3120643,1976,3086.10419651745
"1841",43.20351,0,-0.0549484,1976,2639.66263110779
"1842",62.90614,1,0.3124238,1976,3347.69007825474
"1843",50.24375,1,0.4544575,1976,4327.33359280667
"1844",80.98724,1,0.7386012,1976,1964.35103535453
"1845",83.83322,1,0.6390522,1976,3286.30806451253
"1846",75.05167,1,0.5730022,1976,3762.86316127824
"1847",73.20103,1,0.0449172,1976,3060.98528200222
"1848",53.96859,1,0.3577963,1976,1056.31283714065
"1849",53.96879,1,0.1811193,1976,1527.96446098653
"1850",47.38217,1,0.033746,1976,1913.46169111699
"1851",71.0764,1,0.0882374,1976,2163.60118832021
"1852",58.65303,1,0.121124,1976,1779.83331685358
"1853",71.9855,1,0.5626078,1976,2018.18458602694
"1854",83.87583,1,0.4097812,1976,4503.27681556436
"1855",50.02001,1,0.0575787,1976,1815.74471488124
"1856",73.5448,1,0.5255315,1976,3471.90930536937
"1857",73.54605,1,0.4801452,1976,739.729755328897
"1858",73.15566,1,0.5071151,1976,3287.05098296867
"1859",67.51945,1,0.4195144,1976,2998.15770463463
"1860",40.45109,0,-0.1919345,1976,1435.98747778588
"1861",73.82623,1,0.5056797,1976,527.822853703924
"1862",54.08226,1,0.1157522,1976,4980.2514174743
"1863",49.49558,0,-0.1530947,1976,1695.69591474347
"1864",37.43573,0,-0.2989291,1976,4827.51131196513
"1865",70.82581,1,0.490827,1976,3023.15029013059
"1866",67.68439,1,0.1612886,1976,2127.98097334452
"1867",36.59406,0,-0.2496686,1976,1125.38516118788
"1868",71.70454,1,0.548923,1976,6315.02139667823
"1869",36.96654,0,-0.2852962,1976,819.123634329067
"1870",50.72175,0,-0.0422543,1976,3129.94218748758
"1871",59.45575,0,-0.4416709,1976,1878.91151289339
"1872",29.40313,0,-0.0387355,1976,308.815442377276
"1873",74.95543,1,0.6340061,1976,1829.22704654574
"1874",59.40464,1,0.3989056,1976,3202.30235068529
"1875",55.31765,1,0.318686,1976,4928.60952587323
"1876",56.54424,0,-0.0547946,1976,851.122727102853
"1877",44.16775,1,0.1725878,1976,4123.96437904508
"1878",43.21192,0,-0.0763984,1976,3664.30480238372
"1879",62.39185,1,0.4584441,1976,2933.47607024799
"1880",76.49521,1,0.5645037,1976,2678.43952692412
"1881",68.88041,1,0.4685689,1976,2973.3808063007
"1882",41.79593,0,-0.1306582,1976,633.597582552906
"1883",99.90242,1,0.2363457,1976,3826.52095620644
"1884",73.51501,1,0.265034,1976,516.411202127572
"1885",51.41467,1,0.2362499,1976,5742.19044962451
"1886",55.45524,1,0.0390716,1976,1854.11951231514
"1887",19.37836,0,-0.105413,1976,2872.17466058303
"1888",30.13839,0,-0.3562984,1976,303.623872591669
"1889",41.19324,0,-0.2848289,1976,3258.48247040321
"1890",37.19678,0,-0.4175403,1976,2082.48741844749
"1891",67.4798,1,0.0523606,1976,2453.79909176261
"1892",94.02639,1,0.9985039,1976,1760.89523571457
"1893",92.41945,1,0.9967402,1976,2189.62186073976
"1894",35.54073,1,0.6604364,1976,1082.57570118238
"1895",99.98582,0,-0.5832012,1976,740.305630418932
"1896",60.66922,1,0.0055068,1976,3218.9092498274
"1897",83.70213,1,0.372061,1976,5693.50694520524
"1898",94.99117,1,0.9987397,1976,2926.61005212867
"1899",25.95601,0,-0.2941608,1976,37.415221174148
"1900",62.72033,1,0.4989352,1976,4607.51959976869
"1901",53.96095,0,-0.0412907,1976,2314.28135363961
"1902",65.92393,1,0.6604364,1976,2744.12519838399
"1903",60.65118,1,0.4442449,1976,2795.72181303703
"1904",99.93718,1,0.2381664,1976,2069.48261250727
"1905",76.8186,1,0.608349,1976,2032.9266339784
"1906",57.38682,1,0.6435178,1976,1639.98160860949
"1907",75.83402,1,0.5738624,1976,2058.2763685362
"1908",59.29451,1,0.1519494,1976,2739.76502523774
"1909",61.40366,1,0.9995131,1976,3242.6342961519
"1910",74.36598,1,0.999953,1976,4497.19342195773
"1911",57.75585,1,0.9992074,1976,2790.73933720095
"1912",99.94518,1,0.9996922,1976,2022.60497446548
"1913",85.50821,1,0.7075611,1976,2349.36512591731
"1914",54.63484,1,0.9993956,1976,3625.14866130561
"1915",71.03393,1,0.0745276,1976,1851.55685013703
"1916",50.0695,1,0.4115712,1976,1950.88587904218
"1917",99.95545,1,0.9996614,1976,1929.8039166867
"1918",63.38954,1,0.5562536,1976,269.799098201681
"1919",58.17307,1,0.3110748,1976,1529.46891793844
"1920",40.14875,1,0.0256437,1976,942.984209724667
"1921",32.57984,0,-0.1293054,1976,3204.35915755738
"1922",47.45282,1,0.9953483,1976,2866.7212494306
"1923",34.31115,0,-0.1998323,1976,724.985355375903
"1924",87.9268,1,0.7706997,1976,2081.75166288652
"1925",46.96896,0,-0.113447,1976,1662.06343553004
"1926",99.95944,1,0.9889292,1976,4413.53821917729
"1927",51.60016,1,0.1528746,1976,1439.19413026948
"1928",42.64913,0,-0.0179146,1976,1500.87182716536
"1929",54.72033,1,0.0840755,1976,2862.9219599234
"1930",25.83084,0,-0.4085091,1976,634.141286257803
"1931",49.26512,1,0.2080501,1976,598.69780823517
"1932",70.80343,1,0.2282103,1976,4929.75970257221
"1933",57.77907,1,0.1782272,1976,3201.17880715802
"1934",58.01148,1,0.2869098,1976,1864.47949304584
"1935",73.48125,1,0.4365518,1976,2858.24006898223
"1936",72.99669,1,0.4213384,1976,850.136889900471
"1937",58.03783,1,0.1934642,1976,5794.73860411223
"1938",73.19357,1,0.2874666,1976,2548.8689045383
"1939",99.69411,1,0.3706684,1976,5803.86412156964
"1940",64.8987,1,0.4097908,1976,620.172549505998
"1941",65.59344,1,0.2953971,1976,2756.84576612534
"1942",58.1181,1,0.0366398,1976,7649.36149047279
"1943",99.9553,1,0.486773,1976,3660.96640318289
"1944",77.7674,1,0.5993904,1976,3824.7910319993
"1945",36.6435,0,-0.2511242,1976,1942.70293837716
"1946",73.25305,1,0.4110763,1976,641.705475492549
"1947",50.8518,1,0.0887633,1976,2465.7101459895
"1948",34.08363,0,-0.079403,1976,3997.59295958004
"1949",56.44441,1,0.094026,1976,4384.76494944573
"1950",36.06423,0,-0.2503722,1978,3713.56840800646
"1951",45.99916,0,-0.1520894,1978,3222.75995315974
"1952",99.99733,1,0.979398,1978,3245.22776438304
"1953",99.99886,1,0.6076456,1978,747.827944040762
"1954",96.84008,1,0.9998767,1978,4273.08561625398
"1955",38.29306,0,-0.1398553,1978,1487.59841715229
"1956",93.81426,1,0.9999095,1978,3718.48145915701
"1957",44.42977,0,-0.4189902,1978,365.255134195893
"1958",29.03068,0,-0.1665071,1978,2785.85652149412
"1959",52.53837,1,0.1882687,1978,1658.51805561605
"1960",84.95174,1,0.0517832,1978,1684.22635988109
"1961",33.83089,0,-0.0037528,1978,1504.57959205052
"1962",48.76594,1,0.7276605,1978,1768.38603112791
"1963",59.35241,1,0.4789416,1978,2039.42788628536
"1964",45.27014,0,-0.1498917,1978,3800.93708706631
"1965",53.43564,1,0.4571393,1978,6427.27948931455
"1966",55.37265,1,0.0040094,1978,1640.73209132462
"1967",66.84315,1,0.2368826,1978,4391.17787252428
"1968",68.29784,1,0.3905863,1978,1241.93897013186
"1969",63.44604,1,0.5141909,1978,596.419062834774
"1970",57.36306,1,0.2739325,1978,2631.38032344236
"1971",65.37637,1,0.4367088,1978,3967.07296615027
"1972",67.12749,1,0.4754412,1978,6591.02710044596
"1973",60.52364,1,0.2564389,1978,3467.9289314937
"1974",21.53356,0,-0.3495227,1978,3365.07067326214
"1975",57.48656,1,0.3561554,1978,3224.04682881219
"1976",42.62131,1,0.4507617,1978,2305.70092593622
"1977",60.10901,1,0.4440768,1978,3698.16370171891
"1978",61.37076,1,0.0683937,1978,4534.72436105185
"1979",45.50512,1,0.3137676,1978,5849.01760712107
"1980",40.73728,0,-0.2840389,1978,4525.91075633173
"1981",24.26303,0,-0.2875707,1978,2093.73200390516
"1982",33.61166,0,-0.344903,1978,575.280783685139
"1983",59.50555,1,0.3771366,1978,1732.64736035935
"1984",35.36481,0,-0.2521712,1978,2987.30909276495
"1985",65.64354,1,0.2035678,1978,2485.31544189422
"1986",62.66066,1,0.3556148,1978,1983.64154400123
"1987",67.36507,1,0.4989643,1978,4620.79199629724
"1988",48.99813,0,-0.0936735,1978,1072.14731452626
"1989",84.99596,1,0.7418376,1978,3367.82759449916
"1990",71.41733,1,0.4876786,1978,4177.50862732324
"1991",71.42622,1,0.4444863,1978,3561.91491848082
